GN|Bench|0	Louvain|GN|1	Infomap|GN|2	LLP|GN|0|3	LLP|GN|0.1|4	LLP|GN|0.2|5	LLP|GN|0.3|6	LLP|GN|0.4|7	LLP|GN|0.5|8	LLP|GN|0.6|9	LLP|GN|0.7|10	LLP|GN|0.8|11	LLP|GN|0.9|12	LLP|GN|1|13	Louvain|LFR|14	Infomap|LFR|15	LLP|LFR|0|16	LLP|LFR|0.1|17	LLP|LFR|0.2|18	LLP|LFR|0.3|19	LLP|LFR|0.4|20	LLP|LFR|0.5|21	LLP|LFR|0.6|22	LLP|LFR|0.7|23	LLP|LFR|0.8|24	LLP|LFR|0.9|25	LLP|LFR|1|26	GN|Bench|27	Louvain|GN|28	Infomap|GN|29	LLP|GN|0|30	LLP|GN|0.1|31	LLP|GN|0.2|32	LLP|GN|0.3|33	LLP|GN|0.4|34	LLP|GN|0.5|35	LLP|GN|0.6|36	LLP|GN|0.7|37	LLP|GN|0.8|38	LFR Bench|39	LLP|GN|0.9|40	LLP|GN|1|41	Louvain|LFR|42	Infomap|LFR|43	LLP|LFR|0|44	LLP|LFR|0.1|45	LLP|LFR|0.2|46	LLP|LFR|0.3|47	LLP|LFR|0.4|48	LLP|LFR|0.5|49	LLP|LFR|0.6|50	LLP|LFR|0.7|51	LLP|LFR|0.8|52	LLP|LFR|0.9|53	LLP|LFR|1|54	Louvain|GN|55	Infomap|GN|56	LLP|GN|0|57	LLP|GN|0.1|58	LLP|GN|0.2|59	LLP|GN|0.3|60	LLP|GN|0.4|61	LLP|GN|0.5|62	LLP|GN|0.6|63	LLP|GN|0.7|64	LLP|GN|0.8|65	LLP|GN|0.9|66	LLP|GN|1|67	Louvain|LFR|68	Infomap|LFR|69	LLP|LFR|0|70	LLP|LFR|0.1|71	LLP|LFR|0.2|72	LLP|LFR|0.3|73	LLP|LFR|0.4|74	LLP|LFR|0.5|75	LLP|LFR|0.6|76	LLP|LFR|0.7|77	LLP|LFR|0.8|78	LLP|LFR|0.9|79	LLP|LFR|1|80	Louvain|GN|81	Infomap|GN|82	LLP|GN|0|83	LLP|GN|0.1|84	LLP|GN|0.2|85	LLP|GN|0.3|86	LLP|GN|0.4|87	LLP|GN|0.5|88	LLP|GN|0.6|89	LLP|GN|0.7|90	LLP|GN|0.8|91	LLP|GN|0.9|92	LLP|GN|1|93	Louvain|LFR|94	Infomap|LFR|95	LLP|LFR|0|96	LLP|LFR|0.1|97	LLP|LFR|0.2|98	LLP|LFR|0.3|99	LLP|LFR|0.4|100	LLP|LFR|0.5|101	LLP|LFR|0.6|102	LLP|LFR|0.7|103	LLP|LFR|0.8|104	LLP|LFR|0.9|105	LLP|LFR|1|106	Louvain|GN|107	Infomap|GN|108	LLP|GN|0|109	LLP|GN|0.1|110	LLP|GN|0.2|111	LLP|GN|0.3|112	LLP|GN|0.4|113	LLP|GN|0.5|114	LLP|GN|0.6|115	LLP|GN|0.7|116	LLP|GN|0.8|117	LLP|GN|0.9|118	LLP|GN|1|119	Louvain|LFR|120	Infomap|LFR|121	LLP|LFR|0|122	LLP|LFR|0.1|123	LLP|LFR|0.2|124	LLP|LFR|0.3|125	LLP|LFR|0.4|126	LLP|LFR|0.5|127	LLP|LFR|0.6|128	LLP|LFR|0.7|129	LLP|LFR|0.8|130	LLP|LFR|0.9|131	LLP|LFR|1|132	Louvain|GN|133	Infomap|GN|134	LLP|GN|0|135	LLP|GN|0.1|136	LLP|GN|0.2|137	LLP|GN|0.3|138	LLP|GN|0.4|139	LLP|GN|0.5|140	LLP|GN|0.6|141	LLP|GN|0.7|142	LLP|GN|0.8|143	LLP|GN|0.9|144	LLP|GN|1|145	Louvain|LFR|146	Infomap|LFR|147	LLP|LFR|0|148	LLP|LFR|0.1|149	LLP|LFR|0.2|150	LLP|LFR|0.3|151	LLP|LFR|0.4|152	LLP|LFR|0.5|153	LLP|LFR|0.6|154	LLP|LFR|0.7|155	LLP|LFR|0.8|156	LLP|LFR|0.9|157	LLP|LFR|1|158	Louvain|GN|159	Infomap|GN|160	LLP|GN|0|161	LLP|GN|0.1|162	LLP|GN|0.2|163	LLP|GN|0.3|164	LLP|GN|0.4|165	LLP|GN|0.5|166	LLP|GN|0.6|167	LLP|GN|0.7|168	LLP|GN|0.8|169	LLP|GN|0.9|170	LLP|GN|1|171	Louvain|LFR|172	Infomap|LFR|173	LLP|LFR|0|174	LLP|LFR|0.1|175	LLP|LFR|0.2|176	LLP|LFR|0.3|177	LLP|LFR|0.4|178	LLP|LFR|0.5|179	LLP|LFR|0.6|180	LLP|LFR|0.7|181	LLP|LFR|0.8|182	LLP|LFR|0.9|183	LLP|LFR|1|184	Louvain|GN|185	Infomap|GN|186	LLP|GN|0|187	LLP|GN|0.1|188	LLP|GN|0.2|189	LLP|GN|0.3|190	LLP|GN|0.4|191	LLP|GN|0.5|192	LLP|GN|0.6|193	LLP|GN|0.7|194	LLP|GN|0.8|195	LLP|GN|0.9|196	LLP|GN|1|197	Louvain|LFR|198	Infomap|LFR|199	LLP|LFR|0|200	LLP|LFR|0.1|201	LLP|LFR|0.2|202	LLP|LFR|0.3|203	LLP|LFR|0.4|204	LLP|LFR|0.5|205	LLP|LFR|0.6|206	LLP|LFR|0.7|207	LLP|LFR|0.8|208	LLP|LFR|0.9|209	LLP|LFR|1|210	Louvain|GN|211	Infomap|GN|212	LLP|GN|0|213	LLP|GN|0.1|214	LLP|GN|0.2|215	LLP|GN|0.3|216	LLP|GN|0.4|217	LLP|GN|0.5|218	LLP|GN|0.6|219	LLP|GN|0.7|220	LLP|GN|0.8|221	LLP|GN|0.9|222	LLP|GN|1|223	Louvain|LFR|224	Infomap|LFR|225	LLP|LFR|0|226	LLP|LFR|0.1|227	LLP|LFR|0.2|228	LLP|LFR|0.3|229	LLP|LFR|0.4|230	LLP|LFR|0.5|231	LLP|LFR|0.6|232	LLP|LFR|0.7|233	LLP|LFR|0.8|234	LLP|LFR|0.9|235	LLP|LFR|1|236	Louvain|GN|237	Infomap|GN|238	LLP|GN|0|239	LLP|GN|0.1|240	LLP|GN|0.2|241	LLP|GN|0.3|242	LLP|GN|0.4|243	LLP|GN|0.5|244	LLP|GN|0.6|245	LLP|GN|0.7|246	LLP|GN|0.8|247	LLP|GN|0.9|248	LLP|GN|1|249	Louvain|LFR|250	Infomap|LFR|251	LLP|LFR|0|252	LLP|LFR|0.1|253	LLP|LFR|0.2|254	LLP|LFR|0.3|255	LLP|LFR|0.4|256	LLP|LFR|0.5|257	LLP|LFR|0.6|258	LLP|LFR|0.7|259	LLP|LFR|0.8|260	LLP|LFR|0.9|261	LLP|LFR|1|262	
1	0	30	0	1	1	1	1	2	7	2	0	6	9	0	30	0	4	1	3	1	2	3	2	3	1	6	1	0	30	2	0	1	2	5	0	0	3	3	5 	8	20	4	30	5	9	7	5	8	8	8	7	18	17	22	4	30	8	5	7	6	13	21	17	16	18	19	20	4	30	11	6	5	6	5	13	9	18	15	21	23	4	30	9	7	16	13	6	10	19	20	9	9	11	4	30	8	11	8	7	6	9	18	7	14	10	10	4	30	8	7	17	6	19	11	7	23	8	18	17	4	30	7	13	6	5	8	8	9	17	17	18	22	4	30	5	8	5	13	13	8	18	15	7	6	23	4	30	7	6	5	6	6	9	7	9	19	19	16	4	30	7	4	6	7	7	7	7	15	9	20	21	4	30	7	7	7	7	6	9	17	16	16	12	9	4	30	7	12	6	8	8	15	16	19	10	7	9	4	30	7	12	6	8	5	17	5	9	20	19	20	4	30	7	7	5	5	6	7	8	17	11	19	19	4	30	6	4	8	6	8	15	19	15	7	9	11	4	30	7	5	12	8	5	18	17	8	14	8	18	4	30	5	5	12	5	6	15	11	9	16	18	21	
1	0	31	5	1	4	9	1	7	0	8	0	0	1	0	31	0	3	0	0	1	1	0	11	3	1	1	1	0	31	2	1	2	2	2	0	8	5	0	5 	15	8	4	31	5	12	7	5	8	8	8	8	18	9	23	4	31	8	5	7	14	5	9	8	8	18	9	17	4	31	4	6	5	6	11	8	9	16	9	10	23	4	31	9	7	10	7	6	11	9	10	16	9	12	4	31	8	7	8	7	6	9	7	7	10	10	10	4	31	8	7	8	18	19	11	8	24	8	18	10	4	31	11	13	6	5	8	8	9	8	17	19	22	4	31	5	8	5	13	13	8	12	15	14	7	11	4	31	7	6	5	6	6	19	8	9	17	16	16	4	31	4	4	15	7	7	7	7	15	15	21	21	4	31	7	7	7	7	6	9	17	16	8	14	9	4	31	7	7	11	8	8	15	16	20	10	7	10	4	31	7	8	6	8	12	8	6	9	15	16	21	4	31	7	7	5	5	6	7	8	10	18	7	10	4	31	6	4	8	7	9	15	16	15	7	9	11	4	31	7	5	12	8	5	19	8	8	20	17	18	4	31	5	5	15	13	6	16	11	9	16	18	21	
2	1	32	6	5	5	10	4	8	8	9	8	7	12	1	32	1	5	4	4	5	6	6	12	7	6	10	2	1	32	6	5	3	5	6	5	9	9	6	5 	17	8	4	32	5	9	7	5	16	19	18	8	21	17	21	4	32	8	5	14	6	14	22	7	12	17	15	20	4	32	4	10	4	6	11	13	18	9	15	20	21	4	32	6	13	9	7	15	17	19	9	9	22	24	4	32	8	7	8	7	6	21	19	16	14	20	22	4	32	12	7	18	6	16	20	17	21	19	19	23	4	32	7	7	6	5	8	8	9	13	17	13	21	4	32	11	8	5	15	13	13	18	19	18	17	24	4	32	6	6	5	15	5	9	8	19	8	19	18	4	32	4	9	6	11	7	13	7	17	9	19	22	4	32	7	7	7	7	14	9	18	9	15	17	19	4	32	7	7	6	8	8	18	9	18	23	17	9	4	32	7	7	6	8	5	7	5	9	19	16	22	4	32	7	7	5	5	13	7	8	16	11	20	20	4	32	6	4	8	6	16	15	9	15	7	18	19	4	32	7	5	12	8	13	8	18	20	19	8	17	4	32	5	5	16	5	16	12	23	19	22	18	10	
2	1	33	6	6	6	11	5	9	9	10	9	8	13	1	33	1	5	4	4	6	7	7	13	8	7	11	2	1	33	6	6	4	6	7	6	10	10	7	5 	18	3	0	33	11	2	0	0	0	20	19	0	0	2	24	0	33	3	0	2	0	0	0	18	17	3	7	21	0	33	0	0	12	13	0	14	19	19	2	0	24	0	33	0	2	17	0	0	18	0	3	2	3	3	0	33	2	2	14	0	0	0	20	0	0	0	0	0	33	0	0	0	0	0	3	0	25	0	20	24	0	33	0	0	0	0	0	0	2	18	18	3	3	0	33	0	0	12	0	0	0	2	2	0	18	0	0	33	0	0	2	16	2	0	3	20	20	2	19	0	33	0	0	0	2	12	0	2	3	19	22	23	0	33	2	12	0	14	0	16	0	21	3	2	3	0	33	3	6	12	0	16	0	8	21	25	18	21	0	33	0	0	2	0	0	18	12	17	0	0	3	0	33	14	0	0	12	0	2	0	3	19	0	3	0	33	2	0	2	0	17	2	3	2	2	19	9	0	33	13	0	2	18	0	0	3	21	0	0	0	0	33	0	0	0	14	0	17	24	2	7	19	0	
2	1	34	6	5	6	11	4	8	10	10	8	7	14	1	34	1	5	5	4	7	8	8	12	7	8	10	2	1	34	6	7	4	7	7	7	9	11	6	1 	11	4	2	34	12	3	9	7	11	4	11	11	15	3	19	2	34	5	12	10	3	15	23	19	14	5	11	3	2	34	2	2	2	2	15	4	3	4	3	15	18	2	34	8	3	5	2	2	6	12	18	11	14	25	2	34	3	4	3	3	10	14	9	17	4	5	4	2	34	4	9	3	15	5	5	12	19	20	5	19	2	34	3	3	12	2	3	5	3	4	11	4	20	2	34	2	3	2	4	8	2	16	12	3	2	20	2	34	2	11	10	9	3	20	4	12	18	14	13	2	34	2	2	16	4	13	3	3	12	12	13	5	2	34	3	3	3	4	2	3	12	22	11	15	13	2	34	10	3	2	5	12	19	12	5	21	10	4	2	34	5	10	3	3	10	11	3	3	12	4	17	2	34	4	3	10	7	3	9	12	4	17	11	6	2	34	8	2	13	2	4	3	17	4	18	17	15	2	34	3	8	3	3	2	2	5	3	17	14	3	2	34	2	2	9	9	11	9	20	18	18	20	22	
2	1	35	6	7	5	11	4	10	8	11	10	7	15	1	35	1	5	6	5	5	8	6	12	9	6	12	2	1	35	6	7	4	6	7	5	11	10	7	3 	3	19	2	35	2	3	9	7	3	13	4	3	4	3	4	2	35	5	2	10	2	2	12	3	3	5	4	3	2	35	2	2	2	2	2	4	3	4	3	3	4	2	35	10	15	5	2	2	6	3	4	3	4	26	2	35	5	4	3	3	3	14	3	3	4	4	4	2	35	4	9	3	3	3	5	3	4	21	12	4	2	35	3	3	2	2	3	3	3	4	19	4	4	2	35	2	3	2	18	2	2	3	3	3	2	3	2	35	2	3	3	2	3	3	4	21	4	3	4	2	35	2	2	4	4	14	2	3	4	4	4	5	2	35	3	3	3	4	11	3	2	3	4	3	20	2	35	4	3	2	5	3	4	12	5	3	19	15	2	35	5	10	3	14	13	4	3	20	3	4	4	2	35	4	3	3	2	14	3	4	4	13	3	12	2	35	3	2	3	2	4	3	17	3	3	3	21	2	35	3	3	13	11	2	2	4	3	3	3	3	2	35	2	2	9	3	3	2	4	11	3	3	3	
2	1	36	6	6	6	11	5	10	11	12	9	8	16	1	36	2	5	7	4	6	7	7	14	10	9	11	2	1	36	6	7	4	6	8	8	9	10	6	3 	11	13	2	36	2	3	14	7	11	4	11	11	15	3	19	2	36	5	12	10	3	8	12	13	14	5	11	3	2	36	2	2	2	2	2	4	3	12	3	15	18	2	36	8	3	5	2	2	6	12	18	13	14	25	2	36	3	4	3	3	10	14	9	4	4	4	4	2	36	4	9	3	3	5	5	12	19	3	5	19	2	36	3	3	3	2	3	5	3	4	11	4	20	2	36	2	3	2	19	2	2	16	3	3	2	20	2	36	2	8	10	2	12	3	4	12	18	14	13	2	36	2	2	4	4	4	3	3	12	12	13	5	2	36	3	3	3	4	2	3	12	22	11	15	13	2	36	10	3	2	5	12	4	12	5	21	12	4	2	36	5	10	3	3	3	11	3	3	12	4	4	2	36	4	3	7	7	3	9	12	4	17	11	6	2	36	3	2	13	2	4	3	17	4	18	17	15	2	36	3	8	3	3	2	2	5	12	17	14	3	2	36	2	2	9	9	11	9	20	18	18	3	5	
2	1	37	6	8	6	12	4	9	12	13	8	9	12	1	37	1	5	4	4	5	6	9	13	7	10	13	2	1	37	6	7	4	7	7	7	9	12	8	3 	2	18	0	37	0	8	0	0	0	0	3	15	0	2	0	0	37	0	0	2	0	0	17	0	17	19	0	22	0	37	12	0	0	0	0	14	20	0	7	0	25	0	37	0	0	0	0	16	0	20	21	19	8	10	0	37	2	2	0	2	0	0	21	0	0	0	19	0	37	3	0	0	2	0	21	0	18	0	21	25	0	37	0	0	0	13	0	0	2	0	0	3	9	0	37	12	0	0	0	0	14	0	20	6	0	9	0	37	0	0	2	0	2	21	0	0	0	2	20	0	37	0	10	0	0	0	0	16	3	0	17	3	0	37	2	0	0	3	0	0	0	2	3	2	21	0	37	0	13	0	14	17	0	0	3	0	2	22	0	37	13	0	5	0	0	3	0	17	0	0	3	0	37	13	13	0	0	2	16	0	3	0	21	21	0	37	0	0	2	5	3	0	0	18	2	20	22	0	37	14	0	0	2	14	0	19	2	2	2	19	0	37	0	9	0	2	0	0	0	20	0	2	2	
2	1	38	6	7	6	11	6	10	12	14	11	10	17	1	38	2	5	7	5	5	8	7	14	9	9	14	2	1	38	6	7	4	7	9	5	12	13	8	1 	19	21	5	38	6	10	15	11	17	21	20	18	22	18	25	5	38	9	10	15	15	16	12	20	13	20	20	23	5	38	5	7	11	14	16	16	21	20	20	22	4	5	38	7	8	18	14	17	19	3	22	20	23	26	5	38	10	9	12	13	15	14	22	18	19	21	23	5	38	9	8	19	7	17	22	18	26	22	22	26	5	38	10	8	13	14	17	15	18	4	20	4	23	5	38	7	9	13	20	15	15	19	21	19	19	25	5	38	10	7	12	17	13	22	15	22	21	20	4	5	38	8	5	17	12	15	16	17	16	20	23	24	5	38	9	13	14	15	15	3	19	23	17	18	22	5	38	11	11	13	13	18	20	17	22	26	20	23	5	38	14	13	13	15	14	19	13	20	3	20	23	5	38	8	8	9	6	15	17	18	18	20	22	22	5	38	9	11	15	13	4	16	20	19	22	21	23	5	38	10	6	14	16	15	20	20	22	21	19	20	5	38	9	6	17	15	17	18	25	10	23	21	23	
2	1	39	6	9	6	11	5	11	9	15	9	8	17	1	39	2	6	7	6	8	9	9	15	10	11	11	2	1	39	6	7	4	7	10	9	9	10	7	6 	1	22	1	39	3	1	2	1	2	1	2	2	5	1	2	1	39	2	1	1	1	1	1	4	1	1	13	4	1	39	1	11	1	1	1	2	1	2	1	1	5	1	39	1	1	12	1	1	1	2	2	4	5	5	1	39	1	1	1	1	1	1	1	2	2	2	5	1	39	2	1	2	1	1	2	2	2	1	4	2	1	39	2	1	1	1	9	2	1	2	3	11	2	1	39	1	1	1	2	1	1	1	1	1	3	4	1	39	1	1	1	1	1	4	2	13	2	1	2	1	39	1	1	18	1	2	17	1	2	21	24	2	1	39	1	1	1	1	3	1	1	1	2	1	5	1	39	1	14	3	1	1	2	2	2	16	1	5	1	39	1	1	1	1	8	1	1	4	1	13	24	1	39	1	1	11	1	1	1	2	2	2	2	23	1	39	1	13	1	1	1	1	2	1	13	22	2	1	39	1	1	1	1	1	1	1	1	22	4	1	1	39	1	1	1	1	1	1	5	4	2	1	24	
2	1	40	6	5	7	11	4	9	10	10	8	11	12	1	40	1	5	4	4	5	6	8	13	11	6	15	2	1	40	6	5	4	7	11	7	12	13	8	4 	11	10	2	40	2	3	9	7	11	4	11	11	15	3	11	2	40	5	12	3	3	8	3	13	10	5	11	13	2	40	2	2	2	2	17	4	3	4	3	15	13	2	40	3	3	5	2	2	6	12	18	13	14	25	2	40	15	4	3	14	10	5	9	4	4	5	20	2	40	13	2	3	3	5	5	12	19	3	5	19	2	40	3	3	12	2	3	5	3	4	11	4	20	2	40	2	3	2	4	8	2	16	12	3	2	20	2	40	2	12	10	9	14	3	16	4	5	14	13	2	40	9	2	4	4	4	3	4	12	12	13	5	2	40	3	3	3	10	2	2	12	22	11	19	11	2	40	10	3	2	5	12	4	12	5	21	12	4	2	40	5	3	3	3	3	11	14	3	3	4	4	2	40	4	3	3	7	3	9	4	4	17	23	6	2	40	3	7	13	2	4	3	4	4	18	11	15	2	40	3	8	3	3	2	2	5	23	17	14	11	2	40	2	2	9	9	11	9	20	18	18	11	5	
2	1	41	6	10	6	11	4	11	12	15	12	11	18	1	41	2	5	6	5	5	6	9	13	11	8	15	2	1	41	6	7	3	7	6	5	9	14	9	3 	0	23	0	41	0	8	0	0	0	20	3	6	9	19	26	0	41	0	15	2	0	0	17	0	17	3	7	22	0	41	12	0	13	0	0	0	8	19	7	8	26	0	41	0	2	0	0	16	0	7	23	0	8	10	0	41	2	2	0	0	0	0	21	0	0	0	0	0	41	3	0	0	2	0	9	6	0	0	0	25	0	41	0	0	0	15	18	0	2	0	0	3	24	0	41	12	0	0	0	0	14	0	6	6	5	9	0	41	0	13	2	0	2	8	0	0	0	0	0	0	41	0	0	0	0	3	0	16	18	0	17	3	0	41	2	6	0	6	0	0	20	21	3	0	23	0	41	0	6	5	17	2	3	8	7	8	18	8	0	41	15	6	5	0	0	20	0	8	0	0	25	0	41	13	0	0	0	2	2	0	19	21	24	21	0	41	0	0	0	5	3	17	0	0	0	7	9	0	41	14	0	0	19	0	6	19	0	0	2	7	0	41	0	9	0	2	0	5	0	7	7	2	25	
2	1	42	6	6	6	11	7	8	11	12	9	10	16	1	42	1	5	7	4	6	7	7	14	8	9	10	2	1	42	6	7	4	7	6	5	9	14	6	1 	4	24	1	42	3	6	2	1	2	1	2	4	6	5	2	1	42	6	1	1	1	1	1	1	4	7	5	6	1	42	1	3	14	15	3	2	5	21	4	23	27	1	42	1	1	4	1	1	1	1	5	6	5	5	1	42	1	5	5	15	1	1	1	2	2	6	7	1	42	14	1	4	1	20	23	2	6	23	23	5	1	42	2	1	1	1	2	2	1	1	1	20	14	1	42	1	1	1	2	1	1	1	1	1	3	6	1	42	1	1	1	4	1	4	2	5	2	1	2	1	42	1	1	2	1	2	1	18	19	5	5	6	1	42	1	1	1	1	3	5	3	1	18	4	1	1	42	5	1	1	18	1	5	18	2	4	5	6	1	42	10	1	1	1	2	1	1	6	1	5	7	1	42	1	4	12	1	4	1	2	7	22	1	1	1	42	1	1	5	3	1	4	2	5	4	23	7	1	42	1	1	4	1	1	1	1	24	23	6	21	1	42	1	1	1	1	1	1	8	4	2	6	26	
2	1	43	6	8	5	11	4	10	13	11	8	10	17	1	43	1	5	7	4	5	8	9	14	7	9	10	2	1	43	6	7	4	6	7	10	9	11	10	4 	10	14	3	43	4	7	16	12	13	14	5	10	23	20	27	3	43	7	4	6	16	7	7	21	18	21	21	24	3	43	3	5	3	4	8	12	12	22	21	24	28	3	43	5	9	8	5	18	20	13	8	12	12	27	3	43	7	6	10	5	5	12	23	10	20	22	24	3	43	6	4	6	12	11	8	19	27	24	24	27	3	43	5	9	4	7	10	12	11	19	21	21	13	3	43	4	7	14	12	16	16	5	22	20	20	26	3	43	5	14	4	10	8	15	17	11	22	21	11	3	43	3	6	5	10	6	18	19	20	13	14	11	3	43	6	5	15	16	16	6	21	12	19	20	24	3	43	6	10	4	10	19	21	7	11	27	6	24	3	43	6	5	4	6	4	21	15	21	21	21	26	3	43	15	14	4	13	10	10	19	20	23	25	24	3	43	4	3	10	4	11	9	7	13	5	24	24	3	43	5	7	5	10	9	11	21	25	13	20	22	3	43	4	3	11	8	18	4	26	21	24	22	13	
2	1	44	6	8	6	11	7	10	11	11	13	10	18	1	44	1	5	7	7	7	9	7	16	7	8	10	2	1	44	6	5	5	8	7	5	9	9	6	2 	2	18	0	44	0	8	0	0	0	20	19	15	0	2	0	0	44	0	0	2	0	0	24	0	2	3	0	22	0	44	0	12	15	13	0	14	19	0	7	0	24	0	44	0	2	0	0	5	0	21	3	21	0	10	0	44	0	12	0	2	16	0	24	19	21	0	19	0	44	3	10	0	2	0	3	0	18	0	2	25	0	44	0	0	0	0	0	0	19	20	22	3	9	0	44	0	0	0	16	0	0	0	6	15	0	0	0	44	0	0	2	0	2	0	3	23	0	2	19	0	44	0	0	0	2	3	0	16	3	0	17	3	0	44	10	6	0	3	0	0	22	0	3	2	25	0	44	0	6	0	14	2	22	0	21	28	21	21	0	44	13	0	2	16	0	3	0	17	0	22	3	0	44	13	15	0	0	2	16	0	3	19	5	25	0	44	10	0	2	0	3	0	0	2	2	19	22	0	44	14	9	15	2	14	0	15	2	2	2	19	0	44	0	0	0	2	0	0	0	2	17	23	27	
2	1	45	6	7	6	11	7	10	8	16	8	7	18	1	45	1	5	6	5	5	8	6	12	9	8	12	2	1	45	6	7	4	7	9	6	12	13	11	1 	0	25	0	45	0	8	0	0	0	20	3	15	0	21	0	0	45	0	0	0	0	0	17	0	2	0	17	22	0	45	0	0	0	0	0	0	8	0	7	8	0	0	45	0	2	0	15	5	0	7	0	0	0	28	0	45	14	2	0	2	16	0	21	20	3	0	19	0	45	3	0	15	2	0	3	6	0	0	2	25	0	45	0	0	0	0	19	0	0	21	23	0	9	0	45	0	0	0	0	0	7	0	6	15	5	27	0	45	0	0	2	0	0	0	18	0	0	0	0	0	45	0	0	0	0	3	0	0	18	0	17	3	0	45	11	6	0	17	0	17	23	0	3	0	0	0	45	0	6	14	14	0	3	0	7	8	0	19	0	45	0	6	2	0	15	3	0	8	0	23	0	0	45	13	16	0	0	2	0	0	0	0	5	0	0	45	0	0	0	5	3	0	0	0	0	7	22	0	45	15	9	0	2	0	6	15	0	0	2	7	0	45	0	8	0	2	0	0	0	7	7	24	8	
2	1	46	7	7	8	11	8	10	8	14	14	8	15	1	46	2	5	4	5	5	8	6	17	9	6	12	2	1	46	6	8	4	6	7	6	10	11	10	1 	15	17	4	46	5	9	13	5	8	8	8	7	18	17	18	4	46	8	5	7	6	5	9	7	7	9	15	8	4	46	4	6	5	6	5	13	9	8	15	9	17	4	46	6	16	9	13	6	10	19	20	9	21	11	4	46	8	7	8	7	6	9	15	7	14	10	25	4	46	8	11	14	6	21	11	7	9	25	9	28	4	46	7	7	6	4	20	7	9	13	17	13	19	4	46	5	8	5	13	13	8	7	15	7	6	23	4	46	7	6	5	6	5	9	7	9	17	16	16	4	46	7	8	6	7	7	12	7	15	9	8	8	4	46	7	7	7	7	6	9	6	16	20	12	17	4	46	13	7	6	8	8	15	19	8	19	7	9	4	46	7	14	6	7	5	7	5	9	22	19	9	4	46	7	7	5	5	6	6	17	17	11	6	9	4	46	6	4	8	6	8	6	14	20	7	25	20	4	46	7	5	16	8	5	8	8	8	14	8	13	4	46	5	10	12	5	6	6	11	8	16	15	17	
2	1	47	6	6	6	11	6	9	11	11	13	11	15	1	47	2	7	7	5	5	6	7	13	9	12	14	2	1	47	6	8	4	7	6	5	9	9	6	5 	20	18	0	47	0	8	0	0	0	16	3	15	24	2	0	0	47	13	0	2	0	0	17	0	17	3	0	22	0	47	0	0	0	0	0	14	8	0	7	8	3	0	47	0	2	0	0	5	0	0	3	19	8	10	0	47	2	2	0	0	0	0	2	0	0	0	0	0	47	3	0	0	2	0	9	0	18	0	2	25	0	47	0	0	14	0	0	0	2	0	0	3	9	0	47	0	0	0	0	0	14	15	20	6	0	9	0	47	0	0	2	0	2	8	3	0	0	2	17	0	47	10	0	19	0	3	19	20	3	0	17	3	0	47	2	6	0	6	0	18	0	21	3	2	21	0	47	14	15	5	0	2	3	0	7	8	2	8	0	47	0	6	5	0	0	3	0	17	7	0	3	0	47	13	0	0	0	2	2	0	3	0	0	3	0	47	0	0	2	5	3	18	0	2	2	7	9	0	47	14	0	0	2	0	0	19	2	0	2	7	0	47	0	4	0	2	19	0	27	22	7	2	2	
2	1	48	6	9	6	11	4	11	12	13	15	7	18	1	48	2	5	6	5	9	9	9	12	10	8	16	2	1	48	6	7	4	6	9	7	10	14	8	1 	15	8	4	48	5	12	17	5	8	8	8	8	18	14	17	4	48	8	5	16	6	5	9	8	8	17	15	17	4	48	13	10	5	16	11	17	9	16	15	20	15	4	48	11	17	9	16	6	10	9	10	9	17	12	4	48	8	7	8	7	6	22	7	7	10	10	26	4	48	8	7	8	6	22	24	8	24	26	25	10	4	48	7	7	6	5	8	8	9	13	17	22	19	4	48	5	8	5	13	17	9	12	19	7	7	11	4	48	7	9	5	7	6	23	8	9	17	16	16	4	48	4	4	20	7	7	7	13	15	9	25	17	4	48	7	7	7	7	6	19	6	9	8	21	9	4	48	7	16	15	8	8	15	9	16	10	8	10	4	48	7	8	6	8	5	8	6	10	15	16	16	4	48	7	7	5	5	6	7	8	10	11	7	15	4	48	6	4	8	7	9	13	9	15	7	9	11	4	48	16	5	7	8	16	8	8	8	14	21	15	4	48	5	5	15	5	20	7	11	15	22	15	10	
2	1	49	6	10	6	11	7	11	14	15	16	7	12	1	49	3	5	6	5	5	9	9	12	11	8	15	2	1	49	6	7	5	6	7	7	12	9	12	5 	1	2	1	49	3	15	2	1	2	1	2	2	5	1	2	1	49	2	1	1	1	1	1	11	1	1	5	6	1	49	1	3	1	1	3	2	1	2	1	1	29	1	49	1	1	4	1	10	1	1	5	6	5	15	1	49	1	1	5	1	1	1	1	2	2	2	5	1	49	15	1	4	1	1	1	2	5	23	26	5	1	49	2	1	1	8	2	2	1	2	3	2	14	1	49	1	1	1	2	1	1	1	1	1	3	4	1	49	1	1	1	1	1	4	2	1	2	4	2	1	49	1	1	2	1	2	1	1	5	5	26	25	1	49	12	1	1	1	3	1	3	1	21	4	2	1	49	1	17	1	1	4	2	2	2	4	22	5	1	49	1	15	1	10	2	22	1	6	11	5	2	1	49	1	1	1	14	4	1	2	2	2	2	1	1	49	1	1	5	1	18	1	2	1	4	1	14	1	49	1	1	4	1	3	1	1	1	1	6	1	1	49	1	1	1	1	1	1	5	4	2	6	4	
